Name	Set	ImageFile	Id Number	Type	Pull Cost	Attack Power	Defense Power	Pull Generated	Rarity	Traits	Rules
Hand Out to the Lost (D049)	shadows	49	D049	Resource 	0	-	-	*	C3	Low Life	1 Pull to call Low-Life cards.  Crank to draw a card when calling a Low-Life.  You may only draw one card this way per Low-Life called.
Heating Up (D050)	shadows	50	D050	Environmental 	2	-	-	-	U2		Uncranks during each player's uncrank phase.  Any player may crank it and pay 2 pull to draw a card from his or her deck during Operations phase.
Jerry Heckle (D051)	shadows	51	D051	Character 	3	6	4	-	U1	"Human, Law, Net, Criminal"	"Crank to let a Character Bypass to attack a Law, Net or Criminal."
Consuela Herrera (D052)	shadows	52	D052	Character 	3	0	1	-	U2	"Human, Le Thuy"	Crank any time to cancel the Pull just generated by another character.
Honor Among Thieves (D053)	shadows	53	D053	Whammy 	-	+3*	-	-	C4	Criminal	Target Criminal gets +3 AP vs. any Character with whom it shares a trait.
Howdah (D054)	shadows	54	D054	Character 	3	1	3	*	U2	"Human, Le Thuy, Astral"	Pull equals number of Low-Life's in her file.  Any Low-Life may martyr for her.
Anya Huesco (D055)	shadows	55	D055	Character 	2	1	4	*	U1	"Human, Net"	Crank for +2 non-Influence Pull.  Last Rank.  Crank to crank any Law.  Crank any time to reduce a Law's DP by 5.
Azza Jami (D056)	shadows	56	D056	Character 	2	5	5	-	U3	"Android, Terminal"	You choose which player to attack and that player chooses the target Character (from among legal options).
Knobs (D057)	shadows	57	D057	Character 	1	4	4	-	C3	"Human, Low Life, Criminal"	He does not uncrank during Uncrank phase if he is alone in a file.
Kwik Klinik (D058)	shadows	58	D058	Resource 	3	-	0.5	-	U2		Crank any time to give a Human in combat +0.5 DP.  Unique.
LeThuy Injection (D059)	shadows	59	D059	Condition 	1@	-	-	-	C2	Le Thuy	Target Human gains trait LeThuy.  Character is Immune: Control (except for Control by Mr. LeThuy).  Can be called on a Low-Life for Cost 0*.
Mr. Tramh LeThuy (D060)	shadows	60	D060	Character 	4	2	6	*	U1	"Human, Le Thuy"	Add +1 for each enemy Character that your Characters pop (you may use counters); erase Pull when he uncranks.  Crank to Control a LeThuy.  Any LeThuy may martyr for him.  +2 Pull to call LeThuy cards.
Giovanni Mancini (D061)	shadows	61	D061	Character 	4	2	5	1	U1	"Human, Giovanni's Cabbie, Criminal, Net"	All Giovanni's Cabbies gain trait 'Criminal' and those in your first rank may crank to give Giovanni +1 pull until he next uncranks (you may use counters).
Freddie Manger (D062)	shadows	62	D062	Character 	2	3	4	-	U3	"Mutant, Psychic"	Cannot be Bypassed.
Gregory Mantle (D063)	shadows	63	D063	Character 	2	-	2	-	U3	"Human, Psychic"	"Can't attack.  Crank to draw card from ytour deck.  If it's not a Character, discard it immediately."
Kalev Maran (D064)	shadows	64	D064	Character 	2	3	4	-	U2	"Human, Aries"	"Any Low-Life may gang up with him.  You may select any Low-Lifes that the defender must pop (if possible), and the defender may select any other attackers so that the AP of the attackers popped is no more than the DP (as normal)."
Rita Milagro (D065)	shadows	65	D065	Character 	3	4	4	-	U1	"Human, Le Thuy, Trident, Cloak"	"May bypass Tridents or Bypass any Characters to attack a Trident.  Crank to pop any Trident card; she is then popped, (no save)."
Vincent Moire (D066)	shadows	66	D066	Character 	0*	3	3	-	C2	"Human, Low Life, Criminal"	"If he is alone in a file during your Uncrank phase, he is popped (no save).  Doesn't count against 0-Cost card limit."
Moonsilk (D067)	shadows	67	D067	Character 	2	3	4	-	U2	"Human, Hermetic, Astral"	Crank any time to cancel any Astral Whammy or to pop any Astral Condition or Nekros Condition as it is used.
Ajay Obalago (D068)	shadows	68	D068	Character 	2	3	3	1*	U1	"Human, Burger, Criminal"	+1 Pull to call Criminal cards.
Rodney Odge (D069)	shadows	69	D069	Character 	2	1	1	-	C2	Human	May Gang Up with or Martyr for any Hangman.
Seiji Ogata (D070)	shadows	70	D070	Character 	2	3	4	*	U1	"Human, Entrepreneur, Constance"	"If Pull not = 0, crank to remove an adjacent Human without positive pull from play (except in terms of uniqueness), you then get 2 Pull.  Ogata has +2 Pull while cranked."
Lissy Omgek (D071)	shadows	71	D071	Character 	4	5	5	-	U1	"Glug, Criminal"	"Immune: Astral, Control, and Psychic."
Orders From Tomorrow (D072)	shadows	72	D072	Whammy 	-	-	-	-	C2	Throckmorton	"Target Throckmorton uncranks (if necessary) and attacks.  You choose which player to attack, and that player chooses the target Character (from along legal, non-Throckmorton options).  If popped, the attacker is not saved.  The attack does not count against the normal attack limit."
Giurgiu Otinka (D073)	shadows	73	D073	Character 	3	1	5	1*	U1	"Human, Quisling, Net"	"Last Rank.  +1 to call Net, Quisling, and Criminal Cards."
Otz (D074)	shadows	74	D074	Character 	1	1	1	-	U3	"Human, Low Life"	"Crank to force one active Character to attack him, provided Otz is a legal target."
Elizabeth Pock (D075)	shadows	75	D075	Character 	4	1	1	*	U1	"Human, Low Life, Astral"	"She is cranked when called if any Characters in her file are cranked.  Characters in her file have Pull=0 until end of your turn.  For each pull so lost, she gains +1 Pull.  Immune: Astral."
Lujayn Qufra (D076)	shadows	76	D076	Character 	3	3	3	-	U1	"Mutant, Vornite, Psychic"	Crank to Control a Low-Life or move a Low-Life to a new position in its conspiracy (without cranking the Low-Life).
Hank Ramas (D077)	shadows	77	D077	Character 	2	4	3	-	C2	"Human, Hangman"	"May Gang Up with any Hangman in his file.  Crank anytime to add his DP to the DP of any other, defending Hangman in his file; he is then a combatant and suffers any combat results that the other Hangman suffers."
Wanda Rod (D078)	shadows	78	D078	Character 	2	2	2	-	U2	"Human, Registered, Psychic"	"Any time you play a Fortune Whammy, you may crank her to draw a card.  Any D'Aubainne or Government may crank to control her."
Alonzo Rubio (D079)	shadows	79	D079	Character 	4	6*	6*	-	U1	"Kergillian, DBI, Government"	Immune: Surprise.  Flip a coin when called.  Heads: +2 vs. Kergillians.  Tails: +2 vs. DBI's & Governments.  (Leave coin on card as a reminder.)
Norton Rumple (D080)	shadows	80	D080	Character 	6	8	8	-	C2	"Human, Law"	"Immune: Control.  As your first action during Operations phase, you either pay 4 pull or Rumple is cranked.  Cannot attack a D'Aubainne."
Benjamin Sells (D081)	shadows	81	D081	Character 	1	1	3	*	C2	"Human, Hangman"	"Immune: Surprise.  May Gang Up with any Hangman in his file.  Crank anytime to add his DP to the DP of any other, defending Hangman in his file; he is then a combatant and suffers any combat results that the other Hangman suffers.  +1 Pull to call Hangmen."
Shake 'Em Out (D082)	shadows	82	D082	Whammy 	-	-	-	-	C3		Every non-Low-Life whose DP is 1 or lower is popped (no Save).
Gayth Silver (D083)	shadows	83	D083	Character 	3	5	5	-	C2	"Human, Neutraliser"	Surprise.
Slaughter (D084)	shadows	84	D084	Character 	5	4	3	-	U2	"Human, Compton, Astral"	Xrank any time to remove one adjacent Character without positive pull from play (except in terms of uniqueness).  Then add +5 to any Character's AP.
Sludge (D085)	shadows	85	D085	Character 	2	3	3	-	C2	"Human, Lurker"	Martyr for Flux or Formless.
Smack Back Attack (D086)	shadows	86	D086	Whammy 	-	-	-	-	C4		Defender may use AP (if any) in place of DP.  Play any time.
Spike (D087)	shadows	87	D087	Character 	2	3	2	-	C2	"Human, Glorious Lord"	Bypass Low-Lifes.  All Low-Lifes be Bypasses are cranked.
Squeaks (D088)	shadows	88	D088	Character 	3	1	4	-	U3	"Human, Lurker, Psychic"	Crank to pop any character that he is in position to attack and whose DP is 2 or lower.
Aniela Stansky (D089)	shadows	89	D089	Character 	2	3	2	-	U2	"Human, Dogface, Low Life"	Patrol baboons ahead of her in her file don't count against the limit of one per player.  Patrol Baboons in her file have the ability Bulldoze.
Startle (D090)	shadows	90	D090	Character 	0*	2	3	-	C2	"Human, Low Life"	Any attacker may Surprise him.  Doesn't count against 0-Cost card limit.
Starwalk (D091)	shadows	91	D091	Character 	2	3	3	-	C2	"Mutant, Lurker"	"During your shift phase, you may move her to any legal position in your Conspiracy without cranking her."
Robert Stop (D092)	shadows	92	D092	Character 	1	3	3	-	C2	"Human, Low Life"	Any Gear on him is popped immediately after it is used.
Cooper Syme (D093)	shadows	93	D093	Character 	3	4	6	-	C2	"Human, Fringe, Guild"	Martyr for any Guild.
"Rod ""Scabs"" Tar (D094)"	shadows	94	D094	Character 	0	3	1	*	C2	"Human, Le Thuy, Low Life"	+1 Pull to call Lurkers.
Fea Terronez (D095)	shadows	95	D095	Character 	4@	0	1	-	U1	"Sub-Random, Low Life"	"If popped and not saved, she moves (cranked) to a different (legal) position in your Conspiracy."
"Radiator, The (D096)"	shadows	96	D096	Character 	2	1	2	-	U2	"Human, Low Life, Registered, Psychic"	"+3 vs. Psychics.  When in combat, Psychic Gear on all combatants is popped before combat is resolved.  Can't use Psychic Gear."
"Skids, The (D097)"	shadows	97	D097	Condition 	*	-1	-1	0	C3	"Cloak, Low Life"	Target Human or Mutant gains trait Low-Life.  Character may not uncrank during uncrank phase if alone in file.  Cost is 3 + target's Pull.
"Squeeze, The (D098)"	shadows	98	D098	Condition 	*	-	-	-	C3	"Criminal, Kidnap"	"To call, you must crank a Criminal that can attack the target.  Cost=Target's DP.  Character is moved to your Conspiracy and gains ability, ""Last Rank""."
Clyde Throckmorton (D099)	shadows	99	D099	Character 	6	3	6	2	U1	"Human, Throckmorton, Control, Entrepreneur"	Exclude: Artists.
Dolores Titania (D100)	shadows	100	D100	Character 	5	0	4	*	U1	"Cyborg, Guild, Psychic"	Crank any time to make an attacker select a different defending Character (but onbly if another defender is available outside the attacker's Conspiracy.)  This attack still counts as the one permitted against the original player.  +1 to call Guilds.
Touchy Explosives (D101)	shadows	101	D101	Gear 	1	+4*	+4*	-	C3	Weapon	"When used, flip a coin.  Heads: +4 vs. current combatant(s).  Tails: Character is popped and flipped, cancelling combat with current combatant(s); If defending, the Character is considered popped by the attack.  Multiple copies may be used.  Discard when used."
Underworld Contacts (D102)	shadows	102	D102	Condition 	1	-	-1	1	C3	"Criminal, Net"	"Play on Entrepreneur Only.  -1 DP, +1 Pull."
Vibro Blaster (D103)	shadows	103	D103	Gear 	4@	+4*	+4*	-	C3	"Fringe, Gladstein, Weapon"	"+4 Power.  Bonuses of multiple weapons cannot be applied to the same Character.  Immediately after each time a Character uses the Vibro-Blaster, character loses 1 Power permenently (you may use counters)."
Vortex (D104)	shadows	104	D104	Character 	4	1	2	-	U1	"Mutant, Lurker, Chaos"	"Crank to call any card from your hand, you must have at least three cards in your hand, and the player on your left randomly selects the card.  If the card is a control card, or if it has no legal targets, it is discarded."
Tanja Voss (D105)	shadows	105	D105	Character 	5	2	3	*	U1	"Mutant, Guild, Fringe"	Crank to crank all Characters in play.  +1 Pull to call Guilds.
Simon Wallop (D106)	shadows	106	D106	Character 	2	1	3	*	C2	"Human, Criminal"	"If Pull not = 0, crank any time to get Influence equal to the Pull just generated by an opponent's character.  He has this amount of pull until he uncranks (you may use counters)."
Walter Was (D107)	shadows	107	D107	Character 	0*	2	1	-	U3	"Human, Low Life"	"At your option, at any time, in regards to any effect or action, you may treat him as if he did not have the trait ""Human"".  Doesn't count against 0-Cost card limit."
Great White (D108)	shadows	108	D108	Character 	4	8*	4	-	C2	"Mutant, Criminal, Net"	Crank any time to attack a Character (and legal target) that has been attacked this turn.  May only attack this way.  Doesn't count against attack limit.
Rhonda Widdershins (D109)	shadows	109	D109	Character 	0*	3	3	-	C2	"Human, Low Life"	"During your Shift phase, she is cranked.  Doesn't count against 0-Cost card limit."
Wrench (D110)	shadows	110	D110	Character 	1	6	3	-	C2	"Human, Criminal"	"When Wrench attacks, the defender may bid 1 Pull to cancel the attack.  The chance to bid circles to the left.  The highest bidder must pay the bid in Pull (by cranking any cards necessary to do so) and may decide whether Wrench's attack is cancelled.  If so, Wrench is cranked, but this attack is considered not to have happened."
Xotok (D111)	shadows	111	D111	Character 	1*	3	3	-	U1	Alien	"During Discard phase, you may remove one adjacent character from play (except in terms of uniqueness).  Then place one +1 Power counter on Xotok."
Sandy Yama (D112)	shadows	112	D112	Character 	1	2	2	-	C2	"Human, Low Life"	Gang Up.  May only attack by Ganging Up.
Margarita Yelmo (D113)	shadows	113	D113	Character 	2	1	1	-	U2	"Human, Psychic, Low Life"	Crank her and one other Psychic to lower a Character's DP by 5.
Omni Yushka (D114)	shadows	114	D114	Character 	2	-	4	-	C2	"Human, Low Life"	"Can't attack.  He may not crank, though he may be cranked."
Oma Zero (D115)	shadows	115	D115	Character 	2	3	2	-	U3	"Mutant, Low Life, Psychic"	Bypass one Character to attack a cranked Character.
Laura Zoom (D116)	shadows	116	D116	Character 	3	4	4	-	U1	"Human, Net, Sommerite"	"Crank any time to give a Sommerite the ability ""Crank any time to Avoid Combat""."
M'ay Zung (D117)	shadows	117	D117	Character 	4	0	4	*	U1	"Human, Guild, Fringe"	"If Pull not = 0, crank any time a Character goes to a dead pile from play to gain 2 influence.  She has +2 Pull while cranked.  +1 to call Guilds."
"Dirt on Her Exaltedness, Monique D'Aubainne, Historic Liberator and Current Shepherdess of Al Amarja, The (001)"	standard	1	1	Secret 	0	-	-	-	R1	"D'Aubainne, Government"	Crank to gain 4 Pull to call D'Aubainne cards or 1 Pull to call Government cards.
Gladsteins' Secret (002)	standard	2	2	Secret 	0	-	-	-	R1	Gladstein	Crank to call any Gladstein card.  Crank any time to add +1 to any attack on a Gladstein.
Glorious Lords' Secret (003)	standard	3	3	Secret 	0	-	-	-	R1	Glorious Lord	Crank to call any Glorious Lord card.  Crank any time to add +1 to any attack on a Glorious Lord.
Glug's Secret (004)	standard	4	4	Secret 	0	-	-	-	R1	Glug	Crank to call any glug card.  Crank any time to add +1 to any attack on a Glug.
Hermetics' Secret (005)	standard	5	5	Secret 	0	-	-	-	R1	Hermetic	Crank to call any Hermetic card.  Crank any time to add +1 to any attack on a Hermetic.
Kergillian' Secret (006)	standard	6	6	Secret 	0	-	-	-	R1	Kergillian	Crank to gain 3 Pull to call Kergillian cards.  Crank any time to add +1 to any attack on a Kergillian.
Pharoahs' Secret (007)	standard	7	7	Secret 	0	-	-	-	R1	"Pharaoh, Quisling"	Crank to call any Pharaoh or Quisling card.  Crank to allow one Human or Mutant to attack a Pharaoh.  The attacker is popped immediately after the attack.
Tridents' Secret (008)	standard	8	8	Secret 	0	-	-	-	R1	Trident	Crank to call any Trident card.  Crank any time to add +1 to any attack on a Trident.
Tulpas' Secret (009)	standard	9	9	Secret 	0	-	-	-	R1		Crank to call any Character along with a Tulpa Condition.  Crank to have one Character pop (and not be affected by) any Tulpa that it attacks.
"Dirt on Dr Nusbaum, The (010)"	standard	10	10	Secret 	0	-	-	-	R1		"Crank to call Dr. Nusbaum.  If this card is in play, you may call Dr. Nusbaum even if he is already in play.  (You may not call a 3rd Nusbaum.)  One Nusbaum may not attack or Gang Up with the other.  One Nuisbaum may martyr for another."
Jagannath Adhi (011)	standard	11	11	Character 	8	5	7	2*	R1	"Pharaoh, Fringe"	"+1 Pull to call Pharaoh cards.  Crank to Control any Human or Mutant he could attack.  Cannot be attacked by Humans or Mutants.  Immune: Surprise, Control.  Exclude: Artists."
Al Amarjan Friends (012)	standard	12	12	Resource 	0	-	-	1*	C1	Burger	Non-Influence Pull only.  +1 to call Burger Cards.   NOTE: Some cards have incorrect values printed on them.
Dalal Allar (013)	standard	13	13	Character 	2	1	2	1	R1	"Kergillian, Government"	"Crank any time to add +2 to an attack vs. a Cheryl, Constance, D'Aubainne, or Government.  Immune: Surprise."
Sunshine Allarha (014)	standard	14	14	Character 	2	4	3	-	R1	"Human, Gladstein, Dogface, Cloak"	Crank to Control any Patrol Baboon.  Patrol Baboons ahead of her in her file do not count against the normal limit of one per player.
Mattias Allemande (015)	standard	15	15	Character 	2	3	4	-	R1	"Kergillian, Cloak"	Crank to call any Kergillian card.  Crank to Control any Kergillian.  Any Kergillian may martyr for him.  Immune: Surprise.
Ghadir Allemi (016)	standard	16	16	Character 	1*	1	2	-	U1	"Human, Sommerite"	The card may be called at 0-cost if you have any Kergillian Character or Resources in play.
Fahd Amaq (017)	standard	17	17	Character 	2	4	4	-	R2	"Human, Trident, Gladstein, Cloak"	Crank to add +1 to any attack vs. a Gladstein or Trident.
Amok (018)	standard	18	18	Condition 	3@	-	-	-	U1	Psychic	"Character bulldozes and must attack every turn unless it gets cranked.  It may not voluntarily crank other than to attack.  It may attack a player who has already been attacked.  It must attack each successive Character in a file, starting with the one in the lowest rank.  If active characters in Amok's file prevent attacking other players' Characters, Amok attacks each successive lower-ranking Character in its file.  Cost = 2 to play on Low-Lifes or Kergillians.  Amoks always move in straight lines."
Anti-Matter Grenade (019)	standard	19	19	Gear 	1@	-	-	-	U2	"Pharaoh, Quisling"	"If in combat, the Character may pop all combatants (no save) before combat is resolved.  NOTE: Discard when used."
Aries Ambush (020)	standard	20	20	Whammy 	-	-	-	-	U2	Aries	One Aries may Gang Up with anothjer Aries.  Play any time.
Armada (021)	standard	21	21	Character 	3	6	6	-	U1	Mutant	Immune: Surprise.  Crank to call Bitter & Herb.
Dev Ashana (022)	standard	22	22	Character 	6	1	4	3	R1	"Human, Gladstein, Fringe"	Crank to rearrange any or all Characters in your conspiracy.  Rearranging the Characters does not crank them.
Astral Doorway (023)	standard	23	23	Gear 	1@	-	-	-	U2	Astral	Character can Avoid Combat.  Discard when used.
Astral Flux (024)	standard	24	24	Whammy 	-	-	-	-	C1	Astral	Pop one Astral Gear or Condition.  Play any time.
Astral Interference (025)	standard	25	25	Environmental 	2@	-	-	-	R1	Astral	"Any player may crank this card any time to cancel any Psychic effect.  It uncranks on your turn, as normal."
Astral Mimicry (026)	standard	26	26	Condition 	3@	-	-	-	R1	Psychic	"Play on Human or Mutant only.  Target gains trait ""Psychic"".  Crank target to Control and Astral it could attack."
Astral Negatrons (027)	standard	27	27	Gear 	2@	+4*	+4*	-	R2	Fringe	Play on an non-Astral character.  Bonus vs. any Astral character or character with an Astral condition.  +4 Power.
Astral Wisdom (028)	standard	28	28	Resource 	0	-	-	1*	C3	Astral	Non-Influence Pull only.  +1 to call Astral cards.
Atavism: Ninja (029)	standard	29	29	Condition 	4	7	6	0	R1	Astral	"Target Human's AP is now 7, DP is 6, and Pull=0.  The Character Surprises, is Immune: Surprise, and cannot use Gear.  Discard all Gear the Character has."
Aura of Evil (030)	standard	30	30	Environmental 	3	-	-	-	R1	"Compton, Astral"	Crank any time to give one Compton character +2 Power or to uncrank on Compton character.  NOTE: Some cards are printed with incorrect values for power.
Bad Luck (031)	standard	31	31	Whammy 	-	-1	-1	-	C1	Fortune	Character is -1 Power until end of turn.  Play any time.
Battle Bike (032)	standard	32	32	Gear 	3@	3	0	-	R1	Aries	+3 AP.
Beginner's Luck (033)	standard	33	33	Whammy 	-	3	3	-	U1	"Burger, Fortune"	One Burger is +3 power until end of turn.  Play any time.
Julio Beitleiro (034)	standard	34	34	Character 	2	5	4	-	U1	"Human, Terminal, Government"	(none)
Bellow (035)	standard	35	35	Character 	2	5	3	-	U2	"Human, Glorious Lord"	Bulldoze.
Bestial Rampage (036)	standard	36	36	Whammy 	-	-	-	-	R1		"All active Animals in play must attack.  Player on your left goes first, and play moves to the left until all active animals have attacked.  Multiple Animals on a single team may attack a single opponent's team."
Betelguesan (037)	standard	37	37	Character 	4@	6	6	-	R1	"Alien, Kergillian"	Not unique.  Cannot use Gear.  Immune: Control.
Bitter & Herb (038)	standard	38	38	Character 	1	1	2	1*	C2	"Mutant, Entrepreneur, Sommerite"	+1 Pull to call Mutants.  Crank to Control and Mutant.  Cannot be attacked by Mutants.
Blackmail (039)	standard	39	39	Whammy 	-	-	-	-	C1	Cloak	Control an opponent's character.
Avan Bloodlord (040)	standard	40	40	Character 	5	5	6	1	R1	"Human, Glorious Lord"	Crank to Control any Glorious Lord.  Any Glorious Lord may Martyr for him.
Bloodlust (041)	standard	41	41	Condition 	1	2	2	-	U1	Aries	"Target Aries has +2 Power, but only to determine whether enemy combatants are popped.  This card does not affect whether the Character itself is popped."
Body Double (042)	standard	42	42	Condition 	1	-	-	-	R1	Cloak	Any attack on the Character pops this card and leaves this Character and the attacker unaffected.
Aurora Bolt (043)	standard	43	43	Character 	1	0	1	1	C1	"Human, Artist, Sommerite"	Immune: Control.
Mikhail Borisov (044)	standard	44	44	Character 	2	4	5	-	U1	"Human, Burger"	(none)
Break-Bones (045)	standard	45	45	Character 	1	3	2	-	C1	"Human, Glorious Lord"	(none)
Breakage (046)	standard	46	46	Whammy 	-	-	-	-	C1		One Weapon or Armor Gear is popped immediately after it is used in combat.  Play any time immediately after combat.
Lino Briazzi (047)	standard	47	47	Character 	1	2	5	-	U1	"Android, Terminal"	Martyr for Coral Entity.
Bull-Beater (048)	standard	48	48	Gear 	4	+4*	0	-	U2	Weapon	AP +4.  Combatants who would be popped by the Character are Flipped instead.  Cannot be used with another weapon.
Bystander Effect (049)	standard	49	49	Whammy 	-	-	-	-	U1	Burger	Target Burger may Martyr for any character.  Play any time.
Gemma Candiru (050)	standard	50	50	Character 	2	4	4	-	U1	"Human, Compton, Astral"	1 Pull to call Astral cards.  Immune: Surprise.
James R. Cartwright (051)	standard	51	51	Character 	1	1	2	1	C2	"Human, Hermetic, Artist"	(none)
Ricardo Cerdo (052)	standard	52	52	Character 	2	1	3	-	C1	"Human, Trident, Psychic"	Crank any time to add +1 to one other Character's Power until end of turn.
Roger Chalk (053)	standard	53	53	Character 	2	2	4	1*	U2	"Human, Trident, Fringe"	+2 to call Fringe cards.
Charisma (054)	standard	54	54	Condition 	2@	0	-2	1	R1	Astral	Target Human gains +1 Pull but -2 DP.
Chikutorpl (055)	standard	55	55	Character 	4	0	6	2	C1	Android	(none)
Mihaly Cieznick (056)	standard	56	56	Character 	2	2	3	1	U2	"Human, Hermetic, Entrepreneur"	Crank any time to block any effect from a Fortune card.
Cloak Ambush (057)	standard	57	57	Whammy 	-	-	-	-	U1	Cloak	One Cloak may Gang Up with another Character.  Play any time.
Cloak Hit (058)	standard	58	58	Whammy 	-	-	-	-	U1	Cloak	One Cloak Character may Bypass one active Character.  Play any time.
Sir Arthur Compton (059)	standard	59	59	Character 	5	4	5	2*	R2	"Human, Compton, Astral"	+1 Pull to call Glorious Lords.  +2 Pull to call Compton cards.  Immune: Astral.  Cannot be attacked by Comptons.  Crank to Control any Compton.  Any Compton may martyr for him.
Concealable Weaponry (060)	standard	60	60	Gear 	1	1	1	-	C2	Weapon	Bonuses of multiple Weapons cannot be applied to the same Character.  +1 Power.
Contacts in the Art Scene (061)	standard	61	61	Resource 	0	-	-	1*	C3	Artist	Non-Influence Pull only.  +1 to call Artist cards.
Copper Dagger (062)	standard	62	62	Gear 	5	-	-	*	R1	Glug	Can only be used by Glugs.  User's Pull increases by the number of Glugs in Play.  User automatically pops any Pharaoh in combat.  Unique.
Coral Entity (063)	standard	63	63	Character 	3	-	1	1*	R2	"Coral Entity, Alien, Terminal"	Last rank.  Can't attack.  Can only be attacked by characters whose players have the Terminal resource in play.  +2 Pull to call Terminal cards.  Can't use Gear.
Counter-Intelligence (064)	standard	64	64	Whammy 	-	-	-	-	U1	Cloak	Play any time.  Cancel the effects of a Cloak's action (including combat) or of a Cloak Whammy.
Crystal Trap (065)	standard	65	65	Gear 	1@	-	-	-	C1	"Fringe, Psychic"	Character is Immune: Psychic.
Cut-Ups Machine (066)	standard	66	66	Environmental 	6	-	-	0	R1	"Cut-Up, Fringe"	"This card is cranked when called.  Crank to start the gasme over.  Instead of 10 cards, each player starts with a number of cards equal to the numbers of cards he or she had outside the deck and dead pile when the machine was cranked.  The influence goal for the new game is half the normal number.  This card is not included in the new game (even if this brings the player's deck to under 40 cards)."
Cyanide Capsule (067)	standard	67	67	Gear 	1@	-	-	-	C1	Cloak	"Character may be popped, no Save, rather than Controlled, at its player's option."
Cheryl D'Aubainne (068)	standard	68	68	Character 	9	1	7	4*	R1	"Human, D'Aubainne, Sommerite"	Crank to Control any Cheryl.  +1 Pull to call Cheryl Cards.  Any Sommerite may Martyr for her.  Exclude: Constance D'Aubainne.
Constance D'Aubainne (069)	standard	69	69	Character 	9	1	8	4*	R1	"Human, D'Aubainne"	Crank to Control and Entrepreneur or Constance.  +1 Pull to call Constance cards.  Exclude: Cheryl D'Aubainne.
Jean-Christophe D'Aubainne (070)	standard	70	70	Character 	2	0	3	-	R1	"Human, D'Aubainne, Terminal"	Crank to call any Terminal card.
Monique D'Aubainne (071)	standard	71	71	Character 	9	1	9	4	R1	"Human, D'Aubainne"	Cannot be attacked by Pharaohs or Vornites.  Crank to Control any Government.
Joana d'Fabelle (072)	standard	72	72	Character 	2	4	3	-	C1	"Human, Trident, Cloak"	Martyr for any Trident.
Dark Aura Ring (073)	standard	73	73	Gear 	1@	-	-	-	C1	Astral	Enemy combatants suffer -1 Power.
Deadly Inspiration (074)	standard	74	74	Whammy 	-	-	-	-	R1		"Target Artist Character is popped.  If it is not saved, its player gets Pull points equal to 3 plus the Artist's Pull."
Deportation Investigation (075)	standard	75	75	Condition 	1@	-	-	-	U1	Government	"Play on any Burger.  If Burger later gets cranked, it is popped immediately after taking its action (if any)."
Silver Detti (076)	standard	76	76	Character 	1	1*	3*	-	C1	Glug	"+1 Power if at least one other Glug is in play in the same Conspiracy.  Immune: Astral, Control, Psychic."
Disinformation (077)	standard	77	77	Whammy 	-	-	-	-	U1	Cloak	Pop one secret.
Disintegrator Ray (078)	standard	78	78	Gear 	6@	+4*	+4*	-	R1	"Pharaoh, Quisling, Weapon"	Bonuses of multiple weapons cannot be applied to the same character.  +4 Power.
DNA Difficulties (079)	standard	79	79	Whammy 	-	-	-	-	C1	Mutant	"Cancel the effects of a Mutant's action, including combat.  Play any time."
Cyril Doros (080)	standard	80	80	Character 	3	1	2	2	R2	"Human, Quisling, Government"	(none)
Dumb Luck (081)	standard	81	81	Whammy 	-	-	-	-	C1	"Burger, Fortune"	One Burger may Bypass one active Character.  Play any time.
Duro-Trench (082)	standard	82	82	Gear 	3	2	2	-	C1	"Armour, Cloak"	Bonuses of multiple armors cannot be applied to the same character.  +2 Power.
ELF Wave Generator (083)	standard	83	83	Environmental 	4@	-	-	-	R1	Fringe	Each player may uncrank only one Character during the uncrank phase.
Empty (084)	standard	84	84	Gear 	3@	-	-	-	C1	Astral	Crank Character to flip any Astral Character he can attack.
Akorra Encombi (085)	standard	85	85	Character 	3	-	7	2	U1	"Human, Quisling, Psychic"	Last rank.  Government and D'Aubainne Characters get a +4 vs. Encombi.  Can't Attack.
Adelina Escobar (086)	standard	86	86	Character 	1	1*	2*	1	U2	"Human, C & I, Government"	+1 vs. Burger.  Crank any time to pop one Burger as it is called.
Manuela Eselbrust (087)	standard	87	87	Character 	1	1	2	-	R1	Mutant	"Crank to call Bitter & Herb.  If popped in combat, flip a coin.  Heads: Flip enemy combatant(s).  Tails: Pop enemy combatant(s).  Text on card corrected by errata."
Abanobi Famani (088)	standard	88	88	Character 	1	0	3	*	U2	"Human, Hermetic, Astral"	2 Pull to call Astral or Hermetic cards.  Crank to pop any Astral Condition or Astral Environmental.
Harry Fang (089)	standard	89	89	Character 	3	5	3	-	R1	"Animal, Dogface"	Immune: Control.
Lou Farazzi (090)	standard	90	90	Character 	0	1	1	-	C1	"Human, Hermetic, Entrepreneur"	Martyr for any Hermetic.
Ben Feather-on-Wind (091)	standard	91	91	Character 	2	3	3	*	U2	"Kergillian, Cloak"	2 Pull to call Kergillian Gear or Conditions.  Immune: Surprise.
Mugly Flats (092)	standard	92	92	Character 	1	3	3	-	U1	"Kergillian, Sommerite"	Immune: Surprise.
Friends in Arms Barrio (093)	standard	93	93	Resource 	0	-	-	1*	C1	Government	Non-influence Pull only.  +1 to call Government cards.
Friends in Broken Wings Barrio (094)	standard	94	94	Resource 	0	-	-	*	C3	Human	2 Pull to call Humans.
